-1.7739444167414593,-0.001454224836001259
-1.0142642263240271,-0.0014542248359932291
-0.9999999226260943,-0.0014542248532868243
-1.0569986553058563,-0.0014542249507033976
-0.9999940482582796,-0.0011634701502189599
-0.9988580851793405,-0.0011634701502189551
-0.9988580851793405,-0.0011561210016854762
-0.9988580850642546,-0.00030749521938729503
-0.998858085064255,-0.00018842226082583285
-1.2270323845668485,-1.1602464382183002e-05
-1.2270323845668485,-1.4284711621756128e-05
-0.854191296904486,-9.291631939504463e-06
-1.8179323251006578,-8.243187544728952e-06
-0.9990541144221354,-8.209713398524878e-06
-0.9954342418161427,-6.651665115418168e-06
-0.865067035153204,-8.20813271264713e-06
-1.0976922798025446,-7.566382849265599e-06
-0.9165903566598143,-7.5663828496202806e-06
-0.9773321381887161,-7.629251597920668e-06
-0.24226272438246435,-8.208997160512756e-06
-0.12612316463723539,-6.376085158088018e-06
-0.994247533270353,-2.9003448031808756e-05
-0.5795994480564464,-1.7096362200603135e-05
-0.2071188485301097,-2.8922093332102506e-05
-0.20711884853010995,-2.597520541569999e-05
-0.20711884853010995,-3.7515458073188827e-06
-0.2747858206053733,-3.751546393408762e-06
-0.16058000970782116,-6.712226027444669e-07
-0.07562184750389853,-4.289269100365718e-07
-0.33378092612582677,-3.59394392636285e-07
-0.17841566190780736,-2.517039408250001e-07
-0.8334903500483479,-2.7270474127158122e-06
-0.2832414479340025,-1.275747193645933e-07
-0.7900830370619829,-1.275747193772293e-07
-0.9977778847980214,-1.4124439643196282e-07
-0.3595652698040383,-6.714286393168594e-07
-0.28324140685381116,-1.3257075759961016e-06
-0.9997594138096525,-8.35713917105847e-06
-0.6844183274623354,-2.2305854084595654e-05
-0.8395038577654628,-3.131318508634569e-07
-0.2507034796039499,-3.131318508634569e-07
-0.97532432843974,-6.207852387981735e-07
-0.2967747490602728,-1.0976436630561085e-05
-0.2237106685341644,-5.3179365776798095e-06
-0.969505758754195,-5.317935938227414e-06
-0.9701744442299381,-5.317935938227414e-06
-0.9701744442299381,-3.7135225019664048e-06
-0.9627185063070092,-1.5551800429443265e-06
-0.2645297923722473,-9.671068111761166e-07
-0.7883159961155425,-6.326592328460263e-06
-0.9987483778751524,-6.873575368209486e-06
-0.9997428820706689,-6.872736061198985e-06
-0.9998583109147736,-7.04422837003855e-06
-0.9994488281781481,-3.6575805668034204e-06
-0.9995208122905846,-1.7685083112789636e-06
-0.9009225740089857,-3.740549155749462e-05
-0.9009225790918775,-6.853501913450292e-06
-0.9009254857295457,-7.624522439880766e-06
-0.07152552425174141,-1.2254657936902756e-06
-0.29741563893023687,-5.999918278020396e-07
-0.5608122904555211,-1.685487414977466e-07
-0.13204555081029284,-6.659203890350455e-08
-0.18323243104507445,-1.1939114353169246e-07
-0.9996593769063882,-1.0983992413632368e-08
-0.9998557501574711,-3.056952308051856e-08
-0.14567417934175012,-1.4844954594178614e-08
-0.14567417934204657,-9.197538235797923e-09
-0.995677667577522,-9.197538235797923e-09
-0.08290108283208636,-9.197538235797785e-09
-0.27062529042611305,-9.197538235797785e-09
-0.9987570115714938,-9.197538235797785e-09
-0.9999988945374065,-1.6727737780415045e-08
-0.9999659171242529,-7.155090573216177e-09
-0.28174408759751673,-7.155090573216263e-09
-0.15450020019558344,-7.155090573216246e-09
-0.10920897801743203,-1.4625835383334081e-08
-0.023096142510312622,-1.4625835383334081e-08
-0.028591445297709663,-9.266057965982102e-09
-0.022901694079778875,-1.462583538333415e-08
